Hour,DryBulb,DewPnt,target_variable,Humidity
14,54,31,959,53
15,56,30,893,52.5
16,57,29,843,52
17,56,29,958,52
18,55,29,910,52
19,52,31,1076,58.00000002
20,48,30,1131,63.99999999
21,45,32,1114,63
22,44,31,1206,62
23,42,31,1005,55.99999998
24,41,30,718,50
1,40,30,727,47.99999999
2,38,31,675,45.99999998
3,37,31,642,43
4,35,31,625,40
5,35,31,746,41
6,34,30,894,42
7,35,30,949,43.5
8,37,32,1005,45.00000001
9,41,33,1018,47
10,44,32,1091,49
11,46,32,1085,47.5
12,48,33,1079,46
13,50,33,1121,47.5
14,51,31,999,49
15,52,31,1067,48.5
16,52,32,1029,48
17,51,31,995,48
18,49,31,1122,48
19,47,32,1152,50.50000001
20,45,31,1220,53.00000002
21,43,31,1069,56.5
22,43,32,1222,60
23,42,32,1024,64.00000001
24,41,31,737,68
1,40,31,789,67
2,40,33,739,65.99999997
3,39,34,712,61.5
4,40,34,680,57
5,39,35,726,56
6,39,35,936,55
7,39,35,995,54
8,40,35,1045,53
9,40,35,1013,53
10,42,35,1145,53
11,44,35,1124,53.5
12,45,36,1097,54
13,47,37,1133,51.49999999
14,48,38,1033,48.99999999
15,50,38,1113,46.5
16,51,38,1176,44
17,51,38,1201,40.49999999
18,50,38,1089,37
19,49,38,1370,36.5
20,46,38,1293,36
21,46,38,1178,36
22,44,37,1140,36
23,43,37,944,34.5
24,41,35,764,33
1,41,35,756,34.5
2,41,34,768,36
3,40,35,686,36.5
4,39,35,689,37
5,39,36,743,38
6,38,37,935,39
7,38,37,981,40.5
8,38,36,943,42.00000002
9,38,37,1028,45.5
10,38,37,1077,49
11,38,37,1108,51.00000001
12,39,38,1086,53
13,40,38,1129,53.5
14,40,39,1073,54.00000001
15,41,39,1071,55
16,42,41,1176,56
17,44,42,1004,58.00000001
18,44,43,980,60
19,45,44,1126,65.50000002
20,48,46,1168,70.99999999
21,50,48,1109,69
22,50,48,982,67
23,51,49,895,70.00000001
24,52,49,699,73
1,51,49,678,73.5
2,51,49,663,74.00000001
3,50,48,661,75.5
4,49,48,674,77
5,50,47,738,72.99999999
6,48,46,852,69
7,47,44,949,70
8,46,44,964,71.00000002
9,46,43,1002,74.5
10,47,43,1178,78
11,48,41,1086,79
12,49,40,1143,80
13,49,37,1166,76.99999999
14,48,38,1038,73.99999998
15,47,37,1089,70
16,47,36,1035,66
17,45,36,989,62.99999999
18,45,35,1031,60
19,43,35,1207,56.99999999
20,43,35,1278,53.99999999
21,42,35,1190,53
22,42,35,1198,52
23,41,35,986,48.49999999
24,40,35,831,45
1,40,36,826,44.5
2,39,36,779,44.00000001
3,39,36,690,46.5
4,38,36,749,49
5,39,36,616,51.00000001
6,39,35,906,53
7,39,35,948,54
8,39,35,1016,54.99999999
9,40,35,1071,54
10,42,35,1100,53
11,43,35,1109,57.50000001
12,45,34,1150,62
13,47,34,1145,58.49999999
14,48,34,1008,55.00000001
15,49,34,1082,56
16,49,33,999,57
17,49,33,947,60.50000001
18,48,32,937,64
19,47,32,1169,64
20,46,31,1225,64.00000002
21,43,31,1172,67
22,42,31,1150,70
23,42,30,1029,70
24,41,31,831,70
1,41,30,825,69.5
2,40,30,794,69.00000001
3,40,30,775,71.5
4,39,30,719,74
5,39,29,705,71.99999999
6,39,29,979,70
7,38,27,945,70.5
8,38,26,1013,71
9,42,27,1048,71.5
10,45,27,1099,72
11,49,26,1107,73.5
12,51,23,1124,75
13,54,23,1143,74
14,57,21,1033,72.99999998
15,59,18,1125,69.5
16,60,21,1034,66
17,61,18,1069,61.99999999
18,61,18,1079,58
19,59,18,1197,48.49999997
20,57,19,1279,38.99999997
21,55,20,1202,33.5
22,52,21,1220,28
23,49,22,1034,25.49999999
24,47,23,852,23
1,47,24,817,23
2,47,24,784,23.00000001
3,46,24,755,25
4,45,28,736,27
5,44,28,761,34.50000002
6,42,28,920,42
7,42,28,852,41.5
8,43,28,965,41.00000002
9,45,28,993,45
10,49,29,999,49
11,52,29,973,50.5
12,55,29,968,52
13,57,30,946,54.00000001
14,60,32,905,56.00000001
15,61,34,917,58
16,62,34,933,60
17,62,36,962,60
18,63,36,995,60
19,61,37,1173,60.5
20,58,38,1142,61.00000003
21,55,38,1092,67
22,53,38,966,73
23,51,39,845,74
24,49,39,663,75
1,49,39,622,74.5
2,49,39,598,74
3,48,39,592,73.5
4,47,39,620,73
5,47,39,690,73
6,45,39,862,73
7,45,39,905,72.5
8,45,40,974,71.99999999
9,47,40,1009,69.5
10,49,41,1025,67
11,50,41,990,71.00000001
12,52,43,1011,75
13,56,44,996,73.5
14,58,44,1006,71.99999997
15,61,45,972,66
16,62,46,963,60
17,62,44,950,55.49999999
18,60,45,903,51
19,58,47,1133,44.49999998
20,58,48,1219,37.99999998
21,58,50,1167,35
22,56,49,1079,32
23,55,50,981,37.50000002
24,55,50,795,43
1,51,49,675,42
2,51,49,671,40.99999999
3,51,50,638,40
4,52,50,630,39
5,50,46,755,43.50000001
6,48,44,906,48
7,47,42,936,48.5
8,46,39,944,48.99999992
9,45,38,1036,35.5
10,46,37,1119,22
11,47,37,1124,26.50000001
12,49,36,1094,31
13,52,35,1140,30.5
14,54,34,972,30.00000001
15,55,33,1007,31.5
16,57,33,1084,33
17,57,32,1173,38.00000001
18,57,31,1065,43
19,57,30,1152,43.5
20,56,29,1365,43.99999999
21,52,30,1200,43
22,51,31,1273,42
23,50,30,1071,44.00000001
24,48,31,956,46
1,45,32,887,44.5
2,44,32,916,43
3,43,31,853,42.5
4,41,30,869,42
5,40,30,892,43
6,39,29,1006,44
7,38,28,1022,40.49999999
8,39,28,1065,37.00000001
9,43,28,1061,39.5
10,47,27,1186,42
11,50,25,1183,42.5
12,52,25,1140,43
13,52,24,1199,42.5
14,54,24,1079,41.99999999
15,55,24,1165,41
16,56,22,1185,40
17,56,23,1147,34.99999999
18,57,23,1094,30
19,56,24,1298,27.99999999
20,54,24,1394,25.99999999
21,50,29,1233,24.5
22,48,30,1186,23
23,45,31,1132,22
24,43,30,916,21
1,41,30,897,19.5
2,40,30,884,18
3,38,30,851,17.5
4,38,30,873,17
5,38,29,844,18
6,37,29,1048,19
7,37,28,1036,20
8,37,28,1096,21.00000001
9,41,31,1059,23.5
10,47,30,1205,26
11,52,29,1209,26.5
12,56,28,1167,27
13,59,29,1268,29.50000001
14,62,25,1090,32.00000001
15,63,27,1199,33
16,66,27,1176,34
17,67,27,1203,36.50000001
18,67,27,1129,39
19,66,26,1280,38
20,63,23,1421,37.00000001
21,59,25,1254,39
22,55,26,1279,41
23,54,27,1209,41
24,52,27,983,41
1,51,25,853,40
2,49,20,849,39.00000001
3,46,20,819,41.5
4,44,20,815,44
5,43,19,869,45
6,40,18,991,46
7,38,19,1015,45.5
8,38,19,1020,45.00000001
9,41,18,1069,46.5
10,42,17,1219,48
11,44,16,1171,51.50000001
12,45,16,1095,55
13,46,16,1322,52.99999999
14,48,17,1115,50.99999998
15,49,16,1175,47
16,50,15,1274,43
17,50,13,1142,40.49999999
18,48,9,1163,38
19,47,10,1175,36.5
20,45,10,1301,34.99999999
21,43,14,1259,34
22,41,17,1191,33
23,41,16,1118,31.5
24,39,16,874,30
1,38,14,942,29
2,36,14,942,27.99999999
3,35,14,870,25.5
4,34,15,887,23
5,33,14,927,22.5
6,32,14,1114,22
7,32,14,1048,22.5
8,32,15,1122,23.00000001
9,35,15,1048,24.5
10,38,16,1213,26
11,41,17,1211,27
12,43,18,1162,28
13,45,18,1265,28.5
14,47,19,1086,29.00000001
15,47,20,1224,31.5
16,49,21,1185,34
17,48,21,1096,35.5
18,47,21,1072,37
19,45,22,1173,40.00000001
20,44,22,1265,42.99999999
21,40,25,1242,41.5
22,40,26,1187,40
23,39,26,1159,40.5
24,39,25,892,41
1,38,28,878,42.5
2,36,29,864,44
3,35,29,869,44
4,35,28,823,44
5,34,27,829,45.5
6,33,26,922,47
7,33,26,932,47.5
8,34,25,949,48
9,37,24,972,48.5
10,40,24,1051,49
11,42,23,1066,49.5
12,44,23,1083,50
13,45,23,1065,49.5
14,46,23,1043,48.99999999
15,48,23,1044,46.5
16,49,23,1016,44
17,50,23,1041,40.49999999
18,50,22,1034,37
19,50,23,1023,37
20,49,24,1296,36.99999999
21,47,25,1247,35
22,46,26,1237,33
23,44,28,1177,30.99999999
24,43,29,964,29
1,41,29,885,28
2,40,29,846,27
3,41,29,811,27.5
4,41,30,830,28
5,40,30,858,25.49999999
6,40,30,1028,23
7,39,29,1070,30.50000002
8,41,30,1080,38.00000001
9,45,31,1096,40.5
10,49,30,1149,43
11,50,30,1172,44.5
12,52,29,1166,46
13,53,30,1136,47.5
14,55,30,1135,49.00000002
15,56,29,1174,52
16,57,29,1163,55
17,55,29,1158,54.5
18,54,28,1055,54
19,52,27,1061,46.99999998
20,49,28,1357,39.99999999
21,46,28,1323,39
22,44,26,1253,38
23,43,25,1168,41.50000001
24,42,24,929,45
1,40,24,921,44.5
2,39,22,911,44.00000001
3,38,23,943,45.5
4,36,22,928,47
5,35,21,932,47
6,34,20,1056,47
7,34,18,1074,47
8,34,17,1114,47.00000001
9,39,17,1110,49
10,43,16,1161,51
11,45,13,1160,53.50000001
12,47,10,1180,56
13,50,10,1184,54.5
14,51,8,1174,52.99999999
15,53,10,1165,52
16,53,12,1218,51
17,53,13,1183,44.49999998
18,52,12,1179,38
19,52,14,1205,33.99999999
20,49,14,1308,30
21,46,16,1286,30
22,44,16,1269,30
23,42,16,1156,29
24,42,14,980,28
1,38,17,967,28.5
2,37,16,994,29.00000001
3,35,17,944,30
4,35,15,994,31
5,35,15,979,34.50000001
6,34,15,1114,38
7,33,15,1093,40.50000001
8,35,15,1136,43.00000002
9,39,18,1137,46.5
10,44,19,1236,50
11,48,16,1209,52.00000001
12,51,15,1188,54
13,53,16,1287,56.00000001
14,55,17,1168,57.99999999
15,56,16,1248,55.5
16,57,16,1147,53
17,58,16,1088,56.50000001
18,58,17,1110,60
19,56,19,1140,62.50000001
20,54,22,1265,64.99999998
21,51,21,1279,61.5
22,48,20,1194,58
23,45,22,1152,60.50000001
24,43,22,908,63
1,42,23,819,62
2,40,25,829,60.99999999
3,39,24,864,59.5
4,37,24,882,58
5,37,24,925,66.00000002
6,37,24,1004,74
7,35,24,1050,72.5
8,36,25,1084,70.99999999
9,42,25,1104,69
10,48,24,1174,67
11,54,25,1161,68.5
12,59,27,1194,70
13,63,28,1176,70
14,68,25,1207,69.99999999
15,68,28,1163,68
16,69,27,1139,66
17,70,27,1085,63.49999999
18,70,25,1037,61
19,69,25,1154,58.49999999
20,67,27,1184,56
21,63,27,1159,56
22,61,29,1140,56
23,58,29,1105,55
24,58,30,904,54
1,58,29,960,55.5
2,57,29,947,56.99999999
3,54,30,933,56
4,54,30,925,55
5,54,30,919,53.5
6,51,31,1048,52
7,50,31,1038,55.50000001
8,52,31,1055,59.00000001
9,56,29,1108,60
10,60,29,1140,61
11,62,27,1104,63.00000001
12,64,23,1107,65
13,65,23,1092,65
14,66,22,1074,65
15,66,23,964,65.5
16,68,21,1000,66
17,68,21,972,67.5
18,68,20,978,69
19,66,20,1053,69.5
20,64,19,1188,70.00000001
21,59,24,1125,72
22,58,23,1048,74
23,55,24,997,76.00000001
24,51,30,772,78
1,49,32,755,75.49999999
2,47,32,749,73
3,45,32,745,73.5
4,43,32,765,74
5,42,32,795,74.5
6,42,32,914,75
7,42,29,950,76
8,44,28,1014,77.00000002
9,50,29,1018,80.5
10,55,29,1085,84
11,59,31,1073,86.00000001
12,63,29,1073,88
13,66,28,1052,88
14,68,29,1091,87.99999998
15,70,29,1039,84
16,71,29,1031,80
17,72,31,943,75.49999999
18,72,31,925,71
19,72,32,1101,64.99999998
20,72,31,1213,58.99999997
21,67,35,1179,54.5
22,64,39,1065,50
23,62,41,958,39.99999997
24,60,41,1005,30
1,60,40,950,33.50000001
2,58,41,886,37.00000004
3,57,41,843,44
4,57,41,823,51
5,56,41,928,52
6,56,41,919,53
7,55,41,961,58.00000001
8,57,41,940,63
9,62,42,952,62.5
10,67,44,980,62
11,76,45,976,64.50000001
12,78,46,942,67
13,81,45,943,61.49999998
14,82,45,932,55.99999998
15,83,44,944,53
16,83,45,932,50
17,80,44,931,49.5
18,79,44,945,49
19,78,44,1131,50.5
20,74,47,1252,52
21,71,48,1209,51.5
22,65,48,1168,51
23,62,50,1172,53.50000001
24,59,51,917,56
1,56,48,927,53.99999999
2,55,49,865,52.00000002
3,52,48,828,55
4,50,46,833,58
5,48,45,870,57
6,46,42,993,56
7,44,40,989,55.5
8,43,36,1037,55.00000003
9,44,35,1073,59.5
10,46,33,1117,64
11,48,30,1129,65
12,51,28,1163,66
13,53,26,1137,60.99999999
14,54,26,1141,56
15,55,26,1143,56.5
16,56,26,1089,57
17,57,23,1043,53.99999999
18,56,22,1023,51
19,55,21,1149,42.99999998
20,53,20,1299,34.99999997
21,49,23,1269,30.5
22,47,23,1148,26
23,47,22,1142,23.99999999
24,45,20,942,22
1,44,20,866,20.5
2,41,21,848,19.00000004
3,40,22,820,25.5
4,38,22,846,32
5,38,23,880,33
6,37,23,980,34
7,36,23,999,34
8,38,24,1084,34.00000003
9,43,24,1101,38.5
10,46,23,1099,43
11,49,23,1100,41.5
12,50,25,1154,40
13,53,28,1128,40
14,55,31,1197,40.00000003
15,57,31,1162,44.5
16,57,33,1204,49
17,58,34,1165,49
18,57,31,1144,49
19,55,30,1185,53.00000001
20,51,30,1362,57.00000005
21,50,30,1306,66
22,48,32,1235,75
23,47,33,1266,80.00000001
24,45,36,1022,85
1,45,36,986,86
2,45,37,958,86.99999999
3,45,39,974,86
4,44,40,948,85
5,43,41,978,85
6,44,42,1100,85
7,43,42,1114,85
8,45,44,1116,84.99999998
9,45,44,1161,82
10,45,44,1204,79
11,47,45,1244,79.5
12,47,46,1308,80
13,48,47,1258,80
14,49,48,1304,79.99999999
15,49,48,1294,78
16,51,50,1266,76
17,53,52,1270,73.49999999
18,53,52,1281,71
19,53,53,1327,66.99999999
20,54,53,1411,63.00000001
21,55,53,1401,64
22,55,53,1422,65
23,54,53,1253,65
24,54,53,1199,65
1,53,52,1186,64.5
2,53,52,1141,64.00000003
3,53,52,972,68.5
4,54,52,1175,73
5,53,52,1218,82.50000003
6,54,52,1238,92
7,54,53,1179,92
8,54,53,1204,91.99999999
9,54,53,1146,91
10,54,53,1312,90
11,54,54,1321,87.99999999
12,56,52,1344,86
13,56,50,1346,85
14,57,48,1400,84
15,58,45,1465,83.5
16,58,42,1377,83
17,58,41,1336,83
18,57,39,1339,83
19,55,38,1429,82.5
20,52,37,1448,82.00000001
21,49,38,1431,83
22,47,37,1379,84
23,46,37,1226,85
24,45,37,985,86
1,45,38,995,85.5
2,44,37,1000,85
3,44,37,1008,85.5
4,43,38,990,86
5,42,39,1019,87
6,42,38,1171,88
7,41,39,1133,90.00000001
8,42,38,1128,92.00000001
9,43,38,1164,93
10,45,35,1241,94
11,46,33,1323,95.5
12,45,33,1350,97
13,47,32,1387,96.5
14,47,30,1286,95.99999998
15,48,31,1309,92.5
16,48,30,1317,89
17,49,29,1230,80.49999998
18,49,30,1294,72
19,49,30,1225,68.49999999
20,49,30,1454,64.99999996
21,47,31,1407,58
22,45,33,1447,51
23,44,34,1360,47.49999999
24,44,34,1109,44
1,43,34,1121,43.5
2,43,34,1153,43
3,43,34,1111,43.5
4,42,33,1136,44
5,42,34,1054,46.00000001
6,40,34,1221,48
7,40,34,1130,54.50000002
8,42,35,1147,61.00000002
9,47,36,1147,64
10,51,36,1291,67
11,56,37,1316,68.5
12,60,37,1339,70
13,62,36,1319,71.5
14,64,36,1344,73.00000001
15,65,35,1383,74.5
16,66,36,1462,76
17,65,37,1253,75
18,65,36,1230,74
19,63,36,1336,68.99999999
20,60,37,1628,64.00000002
21,57,40,1527,68
22,55,39,1539,72
23,53,40,1554,72.5
24,52,40,1259,73
1,52,40,1338,72
2,50,41,1328,71.00000001
3,50,42,1245,73
4,50,44,1284,75
5,49,45,1249,72.99999999
6,49,46,1304,71
7,51,47,1245,68.49999999
8,51,48,1250,66
9,51,48,1158,66.5
10,51,50,1430,67
11,52,51,1342,66.5
12,51,51,1315,66
13,52,52,1332,55.49999997
14,52,51,1374,44.99999997
15,53,52,1360,40
16,52,51,1350,35
17,52,51,1301,35
18,52,51,1354,35
19,52,51,1335,33.5
20,52,50,1525,31.99999999
21,51,50,1471,30
22,51,50,1560,28
23,51,50,1457,26.5
24,51,50,1325,25
1,50,49,1352,21.49999999
2,50,48,1360,18.00000001
3,49,47,1295,19.5
4,48,47,1352,21
5,48,46,1306,19.5
6,47,45,1399,18
7,47,44,1312,19.5
8,47,44,1277,21
9,48,43,1268,21
10,51,42,1455,21
11,53,42,1459,24.00000001
12,54,41,1482,27
13,56,40,1682,28.5
14,57,39,1500,30.00000001
15,57,38,1562,31
16,55,41,1447,32
17,56,39,1541,33.5
18,55,36,1476,35
19,55,35,1504,39.50000001
20,53,36,1632,43.99999999
21,48,39,1750,42
22,46,37,1576,40
23,44,37,1718,43.00000001
24,43,37,1439,46
1,43,36,1449,46
2,42,35,1423,46.00000001
3,41,35,1359,48
4,41,34,1381,50
5,40,34,1398,51
6,39,34,1418,52
7,39,33,1330,54.00000001
8,41,33,1317,56.00000001
9,45,33,1464,58
10,47,33,1528,60
11,50,32,1541,60
12,52,32,1562,60
13,55,31,1598,58.5
14,57,31,1637,56.99999998
15,59,31,1635,53.5
16,60,30,1695,50
17,61,29,1669,46.99999999
18,62,29,1580,44
19,60,30,1643,43
20,58,32,1813,41.99999998
21,56,33,1851,39
22,53,34,1715,36
23,51,35,1781,35
24,50,35,1536,34
1,49,35,1591,33.5
2,48,35,1444,33.00000001
3,48,36,1502,34
4,47,36,1383,35
5,47,36,1395,35
6,47,37,1516,35
7,47,37,1449,37.00000001
8,48,38,1434,39.00000002
9,48,39,1475,42
10,48,42,1574,45
11,49,44,1671,48.50000001
12,50,45,1720,52
13,50,47,1641,52
14,49,47,1795,52.00000001
15,50,48,1743,54
16,50,49,1748,56
17,51,50,1659,57
18,51,51,1637,58
19,53,52,1538,58.5
20,53,53,1797,59.00000003
21,54,53,1761,64.5
22,53,53,1768,70
23,54,53,1814,66.49999999
24,54,53,1527,63
1,54,53,797,68.50000002
2,53,53,750,74
3,54,53,745,73.5
4,54,53,730,73
5,54,53,739,73
6,53,52,775,73
7,53,52,818,73.5
8,52,52,892,74.00000001
9,53,51,932,75
10,54,51,1028,76
11,52,49,1045,77
12,52,49,1050,78
13,52,47,1046,76.5
14,53,47,1032,74.99999998
15,54,45,1005,71.5
16,55,43,1005,68
17,56,41,1030,65.49999999
18,57,39,997,63
19,56,37,1080,59.49999999
20,56,35,1101,55.99999998
21,54,35,1015,53
22,51,36,968,50
23,49,35,870,49.5
24,48,35,769,49
1,46,35,716,51.00000001
2,44,34,700,53.00000001
3,43,34,659,54
4,42,34,660,55
5,40,34,663,56
6,40,33,712,57
7,39,33,791,59.00000001
8,42,35,919,61.00000002
9,46,35,995,65
10,50,35,1105,69
11,54,32,1090,67.5
12,57,31,1112,66
13,58,32,1141,68.00000001
14,60,32,1102,70.00000002
15,59,32,1102,73.5
16,56,33,1090,77
17,56,36,1037,78
18,54,38,1035,79
19,53,39,1086,79.5
20,51,40,1106,80.00000002
21,49,40,1043,83
22,47,39,1008,86
23,46,40,892,86.5
24,44,40,841,87
1,44,40,701,86.5
2,43,40,675,86
3,42,39,675,86.5
4,41,39,684,87
5,41,38,718,89.00000001
6,40,37,746,91
7,40,36,878,87.99999999
8,41,37,976,85
9,44,37,1050,85.5
10,47,36,1143,86
11,50,34,1148,81.99999999
12,52,33,1127,78
13,53,31,1041,71.99999998
14,55,31,1123,65.99999998
15,55,29,1115,62
16,55,28,1074,58
17,54,28,1019,53.99999999
18,54,29,970,50
19,54,29,1088,48.5
20,52,30,1160,47
21,51,31,1094,47.5
22,49,31,1053,48
23,48,32,942,50.50000001
24,46,32,883,53
1,46,32,783,54
2,45,31,760,55
3,43,31,728,55
4,42,31,730,55
5,40,30,753,55
6,39,30,797,55
7,39,30,962,52.99999999
8,41,31,1039,51.00000001
9,45,29,1096,52.5
10,50,29,1201,54
11,51,28,1155,55
12,51,29,1176,56
13,52,31,1178,59.00000001
14,52,32,1162,62.00000001
15,52,32,1119,63.5
16,53,30,1108,65
17,54,30,1096,67.00000001
18,53,30,1044,69
19,53,30,1095,69.5
20,52,29,1149,70
21,50,29,1126,70
22,48,29,1059,70
23,47,28,969,71.5
24,44,30,858,73
1,43,30,771,73.5
2,41,30,719,73.99999999
3,40,30,755,73
4,39,29,756,72
5,37,29,802,73
6,37,29,911,74
7,37,28,1042,75
8,41,29,1114,76.00000001
9,45,30,1150,78
10,49,29,1144,80
11,52,29,1114,80
12,54,29,1173,80
13,55,28,1036,80.5
14,56,27,993,81
15,57,28,945,81
16,58,28,914,81
17,58,28,959,76.99999999
18,58,28,1040,73
19,57,29,1117,68.99999999
20,55,31,1112,64.99999997
21,53,31,1011,60.5
22,51,32,914,56
23,49,32,794,48.49999998
24,47,33,858,41
1,46,34,771,38.49999999
2,45,33,719,35.99999999
3,43,32,755,34.5
4,41,33,756,33
5,41,32,802,36.50000001
6,39,33,911,40
7,40,33,1042,37.99999999
8,43,34,1114,36.00000007
9,45,36,1150,48.5
10,48,36,1144,61
11,52,35,1114,66.00000001
12,53,34,1173,71
13,54,33,1036,65.49999998
14,55,33,993,59.99999998
15,54,35,945,57
16,54,35,914,54
17,54,35,959,54.5
18,53,35,1040,55
19,52,35,1117,56.5
20,51,34,1112,57.99999999
21,50,33,1011,56.5
22,49,33,914,55
23,48,34,794,55
24,48,34,794,55
1,47,36,751,53.5
2,46,38,730,52.00000001
3,45,38,731,53
4,44,40,725,54
5,44,40,746,55.5
6,45,39,856,57
7,44,39,948,56.5
8,45,40,987,56.00000003
9,45,40,1058,61.5
10,45,39,1127,67
11,45,40,1133,65.5
12,45,40,1128,64
13,46,40,1125,65
14,46,38,1089,66
15,46,39,1048,66
16,46,39,1036,66
17,45,39,1031,56.99999997
18,45,39,1036,48
19,44,38,1055,38.99999997
20,44,38,1087,29.99999999
21,44,38,1053,28.5
22,44,38,988,27
23,43,38,890,24.49999999
24,43,38,812,22
1,42,38,758,21.5
2,43,38,723,21
3,43,38,707,21
4,43,38,704,21
5,43,37,691,21.5
6,43,37,748,22
7,43,36,819,22.5
8,44,37,868,23.00000002
9,46,37,913,26
10,47,37,1017,29
11,49,37,1056,29.5
12,49,38,1050,30
13,50,38,1054,37.50000002
14,51,39,1019,44.99999994
15,51,39,988,33.5
16,51,39,968,22
17,51,41,937,24.50000001
18,51,41,956,27
19,51,41,1013,26
20,51,41,1084,25.00000001
21,50,41,1034,26.5
22,49,42,986,28
23,49,42,906,30.50000001
24,48,41,832,33
1,48,41,755,32.5
2,48,41,719,32.00000001
3,48,40,696,33.5
4,47,40,695,35
5,47,40,724,37.00000001
6,47,41,773,39
7,47,41,904,40
8,49,41,1003,41.00000001
9,49,41,1066,42
10,50,43,1125,43
11,52,43,1140,44.5
12,53,44,1147,46
13,55,44,1135,46.5
14,56,44,1165,46.99999999
15,59,45,1103,46
16,59,45,1094,45
17,60,46,1066,42.99999999
18,60,46,933,41
19,60,46,1098,38.49999999
20,58,46,1211,36
21,56,46,1110,35.5
22,54,45,1051,35
23,52,45,954,31.99999999
24,51,45,901,29
1,50,45,820,28
2,49,44,755,27.00000002
3,48,44,747,30
4,47,44,685,33
5,47,43,681,29.49999999
6,46,43,841,26
7,46,43,931,26.5
8,49,45,1034,27
9,53,46,1091,27
10,56,47,1155,27
11,58,47,1127,24.49999999
12,60,48,1164,22
13,62,48,1157,21
14,64,48,1137,20.00000002
15,65,49,1057,23
16,67,49,1025,26
17,68,49,1010,27.5
18,67,48,972,29
19,66,49,1074,30.5
20,64,48,1132,32
21,61,48,1099,32.5
22,58,48,1050,33
23,56,48,1013,36.00000001
24,54,47,894,39
1,52,47,835,40
2,51,47,776,41.00000001
3,50,46,767,43.5
4,50,46,762,46
5,49,46,775,46.5
6,48,45,829,47
7,48,45,941,48.5
8,50,47,1039,50
9,53,47,1115,50.5
10,57,48,1164,51
11,59,49,1149,48.99999999
12,63,50,1149,47
13,66,51,1146,47.5
14,68,52,1044,47.99999999
15,70,52,1048,46.5
16,72,53,1009,45
17,73,53,952,41.49999999
18,72,52,968,38
19,70,52,1017,37
20,67,52,1143,36
21,64,52,1124,35.5
22,61,52,1021,35
23,59,51,954,31.49999999
24,57,50,902,28
1,56,50,784,28.5
2,56,50,753,29.00000001
3,55,50,748,31.5
4,54,48,725,34
5,54,50,761,33.5
6,58,50,838,33
7,59,50,937,35.50000001
8,57,46,1003,38.00000001
9,56,43,1036,40.5
10,56,40,1123,43
11,55,37,1122,44.5
12,56,34,1094,46
13,58,29,1085,47.5
14,58,25,1049,49.00000002
15,59,22,1027,52
16,60,20,1012,55
17,59,16,916,61.50000002
18,59,14,809,68
19,58,11,887,67.5
20,56,9,1008,67.00000001
21,53,10,965,69
22,50,13,933,71
23,47,13,842,69.5
24,46,15,775,68
1,44,16,712,69.5
2,43,16,742,70.99999998
3,41,16,762,68
4,39,18,760,65
5,38,18,792,62.99999999
6,37,19,832,61
7,37,18,941,65.00000001
8,40,19,1037,69
9,43,18,1104,68.5
10,46,17,1120,68
11,48,17,1122,67
12,50,16,1121,66
13,53,17,1090,61.49999999
14,56,17,969,57
15,58,16,944,56.5
16,60,17,886,56
17,62,18,854,51.49999999
18,63,18,860,47
19,62,16,948,41.99999999
20,61,16,1047,36.99999999
21,58,19,1016,36
22,54,22,994,35
23,53,23,927,31.99999999
24,53,25,853,29
1,51,28,771,28
2,50,30,745,27.00000006
3,50,31,729,38.5
4,49,33,737,50
5,49,35,765,43.49999998
6,48,35,812,37
7,49,37,892,42.00000001
8,50,38,967,47.00000003
9,51,39,1015,51.5
10,53,38,1061,56
11,55,39,1024,57
12,56,38,1044,58
13,58,39,1019,60.50000001
14,57,41,971,62.99999999
15,59,43,963,61.5
16,60,44,939,60
17,61,44,914,60
18,62,45,911,60
19,63,46,986,63.00000001
20,61,46,1088,66.00000002
21,59,46,1055,70
22,57,46,1016,74
23,56,47,917,79.50000002
24,54,46,846,85
1,54,47,791,85
2,53,47,753,85.00000001
3,53,48,734,86
4,52,48,710,87
5,52,48,677,86.5
6,51,49,718,86
7,52,49,776,83.99999999
8,52,49,809,82
9,53,48,878,82
